0,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212,6.34278212
0.2,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297,6.350807297
0.8,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561,6.436837561
1,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042,6.446010042
2,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054,6.471084054
1000,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517,6.492313517
